Título,Precio,Dirección,URL,Metros cuadrados,Recámaras,Baños
", Col. Formando Hogar, Veracruz, Veracruz de Ignacio de la Llave, México, C.P. 91897, ID: 30088271","$2,000,000 MXN"," , Col. Formando Hogar",https://propiedades.com/inmuebles/casa-en-venta-formando-hogar-veracruz-30088271#pagina=66&tipos=casas-venta&area=veracruz&pos=37,No disponible,No disponible,No disponible
", Col. El Dorado, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94290, ID: 29963335","$5,650,000 MXN"," , Col. El Dorado",https://propiedades.com/inmuebles/casa-en-venta-el-dorado-veracruz-29963335#pagina=66&tipos=casas-venta&area=veracruz&pos=39,250,4,4
", Col. Floresta, Veracruz, Veracruz de Ignacio de la Llave, México, C.P. 91940, ID: 29854658","$3,100,000 MXN"," , Col. Floresta",https://propiedades.com/inmuebles/casa-en-venta-floresta-veracruz-29854658#pagina=66&tipos=casas-venta&area=veracruz&pos=40,197,3,2
"Col. La Aguada, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95263, ID: 29979771","$2,850,000 MXN",Col. La Aguada,https://propiedades.com/inmuebles/casa-en-venta-la-aguada-veracruz-29979771#pagina=66&tipos=casas-venta&area=veracruz&pos=42,145,3,3
"Amado Nervo #240, Col. Buena Vista, Santiago Tuxtla, Veracruz de Ignacio de la Llave, México, C.P. 95833, ID: 28719735","$7,500,000 MXN","Amado Nervo #240, Col. Buena Vista",https://propiedades.com/inmuebles/casa-en-venta-amado-nervo-240-buena-vista-veracruz-28719735#pagina=66&tipos=casas-venta&area=veracruz&pos=44,504,6,5
", Col. Veracruz, Veracruz, Veracruz de Ignacio de la Llave, México, C.P. 91709, ID: 29963361","$1,490,000 MXN"," , Col. Veracruz",https://propiedades.com/inmuebles/casa-en-venta-veracruz-veracruz-29963361#pagina=66&tipos=casas-venta&area=veracruz&pos=45,95,3,2
"Col. Lomas de la Rioja, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95266, ID: 27162916","$3,750,000 MXN",Col. Lomas de la Rioja,https://propiedades.com/inmuebles/casa-en-venta-lomas-de-la-rioja-veracruz-27162916#pagina=66&tipos=casas-venta&area=veracruz&pos=46,160,3,3
"Fracc. Costa de Oro, Col. Costa de Oro, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94299, ID: 29983335","$5,900,000 MXN","Fracc. Costa de Oro, Col. Costa de Oro",https://propiedades.com/inmuebles/casa-en-venta-fracc-costa-de-oro-costa-de-oro-veracruz-29983335#pagina=66&tipos=casas-venta&area=veracruz&pos=47,342,3,3
"Calle Paseo Profesora Alicia Moreno 932 #932, Col. Buenavista INFONAVIT, Veracruz, Veracruz de Ignacio de la Llave, México, C.P. 91850, ID: 28307185","$636,745 MXN","Calle Paseo Profesora Alicia Moreno 932 #932, Col. Buenavista INFONAVIT",https://propiedades.com/inmuebles/casa-en-venta-calle-paseo-profesora-alicia-moreno-932-932-buenavista-infonavit-veracruz-28307185#pagina=67&tipos=casas-venta&area=veracruz&pos=1,100,3,2
"Lomas del Dorado, Col. El Dorado, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94290, ID: 27049952","$3,215,000 MXN","Lomas del Dorado, Col. El Dorado",https://propiedades.com/inmuebles/casa-en-venta-lomas-del-dorado-el-dorado-veracruz-27049952#pagina=67&tipos=casas-venta&area=veracruz&pos=2,106,2,2
", Col. El Dorado, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94290, ID: 27255076","$3,850,000 MXN"," , Col. El Dorado",https://propiedades.com/inmuebles/casa-en-venta-el-dorado-veracruz-27255076#pagina=67&tipos=casas-venta&area=veracruz&pos=3,210,3,3
", Col. Veracruz, Veracruz, Veracruz de Ignacio de la Llave, México, C.P. 91709, ID: 11247698","$1,200,000 MXN"," , Col. Veracruz",https://propiedades.com/inmuebles/casa-en-venta-veracruz-veracruz-11247698#pagina=67&tipos=casas-venta&area=veracruz&pos=4,No disponible,No disponible,No disponible
"Fresnos #103, Col. Los Pinos, Xalapa, Veracruz de Ignacio de la Llave, México, C.P. 91026, ID: 29230331","$2,990,000 MXN","Fresnos #103, Col. Los Pinos",https://propiedades.com/inmuebles/casa-en-venta-fresnos-103-los-pinos-veracruz-29230331#pagina=67&tipos=casas-venta&area=veracruz&pos=5,216,3,3
"El Telefre, Col. El Telefre, Emiliano Zapata, Veracruz de Ignacio de la Llave, México, C.P. 91643, ID: 28984865","$15,000,000 MXN","El Telefre, Col. El Telefre",https://propiedades.com/inmuebles/casa-en-venta-el-telefre-el-telefre-veracruz-28984865#pagina=67&tipos=casas-venta&area=veracruz&pos=6,507,5,6
"av, Col. Vista Bella, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 28924758","$7,500,000 MXN","av, Col. Vista Bella",https://propiedades.com/inmuebles/casa-en-venta-av-vista-bella-veracruz-28924758#pagina=67&tipos=casas-venta&area=veracruz&pos=7,402,4,5
", Col. Puerto México, Coatzacoalcos, Veracruz de Ignacio de la Llave, México, C.P. 96510, ID: 26472182","$1,850,000 MXN"," , Col. Puerto México",https://propiedades.com/inmuebles/casa-en-venta-puerto-mexico-veracruz-26472182#pagina=67&tipos=casas-venta&area=veracruz&pos=9,198,3,2
"Lomas del Sol #1, Col. Lomas del Sol, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 28600124","$3,600,000 MXN","Lomas del Sol #1, Col. Lomas del Sol",https://propiedades.com/inmuebles/casa-en-venta-lomas-del-sol-1-lomas-del-sol-veracruz-28600124#pagina=67&tipos=casas-venta&area=veracruz&pos=10,225,3,3
"Fracc Santa María Carretera Coatepec a Xico, Col. Coatepec Centro, Coatepec, Veracruz de Ignacio de la Llave, México, C.P. 91500, ID: 25839816","$2,370,000 MXN","Fracc Santa María Carretera Coatepec a Xico, Col. Coatepec Centro",https://propiedades.com/inmuebles/casa-en-venta-fracc-santa-maria-carretera-coatepec-a-xico-coatepec-centro-veracruz-25839816#pagina=67&tipos=casas-venta&area=veracruz&pos=11,152,3,3
", Col. Las Olas Residencial, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 28035378","$5,995,000 MXN"," , Col. Las Olas Residencial",https://propiedades.com/inmuebles/casa-en-venta-las-olas-residencial-veracruz-28035378#pagina=67&tipos=casas-venta&area=veracruz&pos=12,298,3,3
"46, Col. Rincón Del Bosque, Córdoba, Veracruz de Ignacio de la Llave, México, C.P. 94558, ID: 28706789","$2,000,000 MXN","46, Col. Rincón Del Bosque",https://propiedades.com/inmuebles/casa-en-venta-46-rincon-del-bosque-veracruz-28706789#pagina=67&tipos=casas-venta&area=veracruz&pos=13,200,2,2
", Col. Puente Moreno, Medellín de Bravo, Veracruz de Ignacio de la Llave, México, C.P. 94274, ID: 26544550","$985,700 MXN"," , Col. Puente Moreno",https://propiedades.com/inmuebles/casa-en-venta-puente-moreno-veracruz-26544550#pagina=67&tipos=casas-venta&area=veracruz&pos=14,66,2,2
"av, Col. Playas de Conchal, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 30034494","$4,600,000 MXN","av, Col. Playas de Conchal",https://propiedades.com/inmuebles/casa-en-venta-av-playas-de-conchal-veracruz-30034494#pagina=67&tipos=casas-venta&area=veracruz&pos=15,300,3,3
"Principal #1, Col. Palma Sola, Alto Lucero de Gutiérrez Barrios, Veracruz de Ignacio de la Llave, México, C.P. 91477, ID: 27987197","$2,700,000 MXN","Principal #1, Col. Palma Sola",https://propiedades.com/inmuebles/casa-en-venta-principal-1-palma-sola-veracruz-27987197#pagina=67&tipos=casas-venta&area=veracruz&pos=16,200,3,2
"cherna #99, Col. Costa de Oro, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94299, ID: 30075182","$13,000,000 MXN","cherna #99, Col. Costa de Oro",https://propiedades.com/inmuebles/casa-en-venta-cherna-99-costa-de-oro-veracruz-30075182#pagina=67&tipos=casas-venta&area=veracruz&pos=17,541,4,5
", Col. El Dorado, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94290, ID: 28915886","$2,650,000 MXN"," , Col. El Dorado",https://propiedades.com/inmuebles/casa-en-venta-el-dorado-veracruz-28915886#pagina=67&tipos=casas-venta&area=veracruz&pos=18,110,2,2
", Col. Lomas de la Rioja, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95266, ID: 28599339","$3,050,000 MXN"," , Col. Lomas de la Rioja",https://propiedades.com/inmuebles/casa-en-venta-lomas-de-la-rioja-veracruz-28599339#pagina=67&tipos=casas-venta&area=veracruz&pos=19,161,3,2
", Col. Lomas Diamante, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 28618293","$4,900,000 MXN"," , Col. Lomas Diamante",https://propiedades.com/inmuebles/casa-en-venta-lomas-diamante-veracruz-28618293#pagina=67&tipos=casas-venta&area=veracruz&pos=20,250,3,3
", Col. Lomas de la Rioja, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95266, ID: 27255161","$2,750,000 MXN"," , Col. Lomas de la Rioja",https://propiedades.com/inmuebles/casa-en-venta-lomas-de-la-rioja-veracruz-27255161#pagina=67&tipos=casas-venta&area=veracruz&pos=21,160,2,2
"ClavijeroXalapa Centro 0, Col. Xalapa Enríquez Centro, Xalapa, Veracruz de Ignacio de la Llave, México, C.P. 91000, ID: 28590075","$8,400,000 MXN","ClavijeroXalapa Centro 0, Col. Xalapa Enríquez Centro",https://propiedades.com/inmuebles/casa-en-venta-clavijeroxalapa-centro-0-xalapa-enriquez-centro-veracruz-28590075#pagina=67&tipos=casas-venta&area=veracruz&pos=22,396,5,7
", Col. Lomas Diamante, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 27255047","$4,890,000 MXN"," , Col. Lomas Diamante",https://propiedades.com/inmuebles/casa-en-venta-lomas-diamante-veracruz-27255047#pagina=67&tipos=casas-venta&area=veracruz&pos=23,250,3,3
"Privada Gitana, Col. Hacienda Sotavento, Veracruz, Veracruz de Ignacio de la Llave, México, C.P. 91698, ID: 29912534","$850,000 MXN","Privada Gitana, Col. Hacienda Sotavento",https://propiedades.com/inmuebles/casa-en-venta-privada-gitana-hacienda-sotavento-veracruz-29912534#pagina=67&tipos=casas-venta&area=veracruz&pos=24,No disponible,No disponible,No disponible
"Col. La Aguada, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95263, ID: 30001130","$4,940,000 MXN",Col. La Aguada,https://propiedades.com/inmuebles/casa-en-venta-la-aguada-veracruz-30001130#pagina=67&tipos=casas-venta&area=veracruz&pos=25,236,3,3
"Col. Lomas del Sol, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 30054547","$3,250,000 MXN",Col. Lomas del Sol,https://propiedades.com/inmuebles/casa-en-venta-lomas-del-sol-veracruz-30054547#pagina=67&tipos=casas-venta&area=veracruz&pos=26,148,3,3
", Col. Lomas del Sol, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 26126446","$3,250,000 MXN"," , Col. Lomas del Sol",https://propiedades.com/inmuebles/casa-en-venta-lomas-del-sol-veracruz-26126446#pagina=67&tipos=casas-venta&area=veracruz&pos=27,220,4,5
"Lomas del dorado, Col. El Dorado, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94290, ID: 29402610","$2,850,000 MXN","Lomas del dorado, Col. El Dorado",https://propiedades.com/inmuebles/casa-en-venta-lomas-del-dorado-el-dorado-veracruz-29402610#pagina=67&tipos=casas-venta&area=veracruz&pos=28,116,2,2
", Col. Xico, Xico, Veracruz de Ignacio de la Llave, México, C.P. 91240, ID: 29712666","$5,200,000 MXN"," , Col. Xico",https://propiedades.com/inmuebles/casa-en-venta-xico-veracruz-29712666#pagina=67&tipos=casas-venta&area=veracruz&pos=29,249,3,3
", Col. Lomas del Sol, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 30069499","$13,200,000 MXN"," , Col. Lomas del Sol",https://propiedades.com/inmuebles/casa-en-venta-lomas-del-sol-veracruz-30069499#pagina=67&tipos=casas-venta&area=veracruz&pos=30,500,4,6
", Col. La Aguada, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95263, ID: 27994660","$7,300,000 MXN"," , Col. La Aguada",https://propiedades.com/inmuebles/casa-en-venta-la-aguada-veracruz-27994660#pagina=67&tipos=casas-venta&area=veracruz&pos=31,352,3,3
", Col. Lomas de la Rioja, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95266, ID: 26920582","$3,265,000 MXN"," , Col. Lomas de la Rioja",https://propiedades.com/inmuebles/casa-en-venta-lomas-de-la-rioja-veracruz-26920582#pagina=67&tipos=casas-venta&area=veracruz&pos=32,162,3,3
"BROOKLYN, Col. Aguacatal, Xalapa, Veracruz de Ignacio de la Llave, México, C.P. 91133, ID: 29405298","$1,900,000 MXN","BROOKLYN, Col. Aguacatal",https://propiedades.com/inmuebles/casa-en-venta-brooklyn-aguacatal-veracruz-29405298#pagina=67&tipos=casas-venta&area=veracruz&pos=33,220,3,3
", Col. San José, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94293, ID: 7219794","$1,890,000 MXN"," , Col. San José",https://propiedades.com/inmuebles/casa-en-venta-san-jose-veracruz-7219794#pagina=67&tipos=casas-venta&area=veracruz&pos=34,132,3,3
"Calle vigo, Col. Mandinga y Cardon, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95268, ID: 29039955","$3,790,000 MXN","Calle vigo, Col. Mandinga y Cardon",https://propiedades.com/inmuebles/casa-en-venta-calle-vigo-mandinga-y-cardon-veracruz-29039955#pagina=67&tipos=casas-venta&area=veracruz&pos=35,223,3,2
"Col. Lomas del Sol, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 30084326","$13,200,000 MXN",Col. Lomas del Sol,https://propiedades.com/inmuebles/casa-en-venta-lomas-del-sol-veracruz-30084326#pagina=67&tipos=casas-venta&area=veracruz&pos=37,500,4,6
", Col. Heriberto Kehoe Vicent, Poza Rica de Hidalgo, Veracruz de Ignacio de la Llave, México, C.P. 93279, ID: 25371223","$2,000,000 MXN"," , Col. Heriberto Kehoe Vicent",https://propiedades.com/inmuebles/casa-en-venta-heriberto-kehoe-vicent-veracruz-25371223#pagina=67&tipos=casas-venta&area=veracruz&pos=38,270,4,3
"Col. Las Palmas, Medellín de Bravo, Veracruz de Ignacio de la Llave, México, C.P. 94274, ID: 29987191","$3,390,000 MXN",Col. Las Palmas,https://propiedades.com/inmuebles/casa-en-venta-las-palmas-veracruz-29987191#pagina=67&tipos=casas-venta&area=veracruz&pos=39,140,3,3
"Calle Ceiba 126 #126, Col. Floresta, Veracruz, Veracruz de Ignacio de la Llave, México, C.P. 91940, ID: 29228887","$2,800,000 MXN","Calle Ceiba 126 #126, Col. Floresta",https://propiedades.com/inmuebles/casa-en-venta-calle-ceiba-126-126-floresta-veracruz-29228887#pagina=67&tipos=casas-venta&area=veracruz&pos=40,285,4,3
"Azalea #s/n, Col. Unidad Delfina, Fortín, Veracruz de Ignacio de la Llave, México, C.P. 94476, ID: 28965133","$1,100,000 MXN","Azalea #s/n, Col. Unidad Delfina",https://propiedades.com/inmuebles/casa-en-venta-azalea-sn-unidad-delfina-veracruz-28965133#pagina=67&tipos=casas-venta&area=veracruz&pos=41,350,4,3
", Col. Alvarado Centro, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95270, ID: 27060898","$3,410,000 MXN"," , Col. Alvarado Centro",https://propiedades.com/inmuebles/casa-en-venta-alvarado-centro-veracruz-27060898#pagina=67&tipos=casas-venta&area=veracruz&pos=42,250,3,3
", Col. Vista Bella, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 26928503","$16,000,000 MXN"," , Col. Vista Bella",https://propiedades.com/inmuebles/casa-en-venta-vista-bella-veracruz-26928503#pagina=67&tipos=casas-venta&area=veracruz&pos=43,670,5,7
"Col. El Zapote, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95263, ID: 29896557","$6,800,000 MXN",Col. El Zapote,https://propiedades.com/inmuebles/casa-en-venta-el-zapote-veracruz-29896557#pagina=67&tipos=casas-venta&area=veracruz&pos=44,No disponible,No disponible,No disponible
", Col. Lomas de la Rioja, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95266, ID: 25703405","$3,185,000 MXN"," , Col. Lomas de la Rioja",https://propiedades.com/inmuebles/casa-en-venta-lomas-de-la-rioja-veracruz-25703405#pagina=67&tipos=casas-venta&area=veracruz&pos=45,211,3,3
"Calle Bahamas, Col. Floresta, Veracruz, Veracruz de Ignacio de la Llave, México, C.P. 91940, ID: 29521687","$741,000 MXN","Calle Bahamas, Col. Floresta",https://propiedades.com/inmuebles/casa-en-venta-calle-bahamas-floresta-veracruz-29521687#pagina=67&tipos=casas-venta&area=veracruz&pos=46,110,3,2
", Col. Paseo de la Reina, Xalapa, Veracruz de Ignacio de la Llave, México, C.P. 91193, ID: 29883314","$4,800,000 MXN"," , Col. Paseo de la Reina",https://propiedades.com/inmuebles/casa-en-venta-paseo-de-la-reina-veracruz-29883314#pagina=67&tipos=casas-venta&area=veracruz&pos=47,255,3,3
"Calle Cráter, Col. Lomas del Tejar, Xalapa, Veracruz de Ignacio de la Llave, México, C.P. 91065, ID: 15173211","$5,980,000 MXN","Calle Cráter, Col. Lomas del Tejar",https://propiedades.com/inmuebles/casa-en-venta-calle-crater-lomas-del-tejar-veracruz-15173211#pagina=68&tipos=casas-venta&area=veracruz&pos=1,450,5,3
"ODESA #1, Col. Punta Tiburón, Residencial, Marina y Golf, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 28780425","$17,500,000 MXN","ODESA #1, Col. Punta Tiburón, Residencial, Marina y Golf",https://propiedades.com/inmuebles/casa-en-venta-odesa-1-punta-tiburon-residencial-marina-y-golf-veracruz-28780425#pagina=68&tipos=casas-venta&area=veracruz&pos=2,547,5,6
", Col. Lomas de la Rioja, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95266, ID: 29942205","$3,800,000 MXN"," , Col. Lomas de la Rioja",https://propiedades.com/inmuebles/casa-en-venta-lomas-de-la-rioja-veracruz-29942205#pagina=68&tipos=casas-venta&area=veracruz&pos=3,200,3,3
"Constantinopla #12, Col. Imperial de la Ánimas, Xalapa, Veracruz de Ignacio de la Llave, México, C.P. 91195, ID: 29742608","$5,150,000 MXN","Constantinopla #12, Col. Imperial de la Ánimas",https://propiedades.com/inmuebles/casa-en-venta-constantinopla-12-imperial-de-la-animas-veracruz-29742608#pagina=68&tipos=casas-venta&area=veracruz&pos=4,313,4,4
"Casa en venta en Veracruz en esquina Col López Mateos Ver #264Int. 319, Col. Adolfo López Mateos, Veracruz, Veracruz de Ignacio de la Llave, México, C.P. 91780, ID: 28152030","$2,450,000 MXN","Casa en venta en Veracruz en esquina Col López Mateos Ver #264Int. 319, Col. Adolfo López Mateos",https://propiedades.com/inmuebles/casa-en-venta-casa-en-venta-en-veracruz-en-esquina-col-lopez-mateos-ver-264-adolfo-lopez-mateos-veracruz-28152030#pagina=68&tipos=casas-venta&area=veracruz&pos=5,196,3,2
", Col. Punta Del Mar, Coatzacoalcos, Veracruz de Ignacio de la Llave, México, C.P. 96536, ID: 27867142","$1,700,000 MXN"," , Col. Punta Del Mar",https://propiedades.com/inmuebles/casa-en-venta-punta-del-mar-veracruz-27867142#pagina=68&tipos=casas-venta&area=veracruz&pos=6,105,3,2
", Col. Lomas Del Estero, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 12663713","$4,500,000 MXN"," , Col. Lomas Del Estero",https://propiedades.com/inmuebles/casa-en-venta-lomas-del-estero-veracruz-12663713#pagina=68&tipos=casas-venta&area=veracruz&pos=7,160,3,3
"tampico #132, Col. Jardines de Mocambo, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94299, ID: 26854505","$5,950,000 MXN","tampico #132, Col. Jardines de Mocambo",https://propiedades.com/inmuebles/casa-en-venta-tampico-132-jardines-de-mocambo-veracruz-26854505#pagina=68&tipos=casas-venta&area=veracruz&pos=8,330,3,4
", Col. Iquisa, Coatzacoalcos, Veracruz de Ignacio de la Llave, México, C.P. 96540, ID: 29984743","$7,000,000 MXN"," , Col. Iquisa",https://propiedades.com/inmuebles/casa-en-venta-iquisa-veracruz-29984743#pagina=68&tipos=casas-venta&area=veracruz&pos=9,400,3,2
"Casa en Venta Fracc Coapexpan Xalapa, Col. Coapexpan, Xalapa, Veracruz de Ignacio de la Llave, México, C.P. 91057, ID: 28590097","$13,500,000 MXN","Casa en Venta Fracc Coapexpan Xalapa, Col. Coapexpan",https://propiedades.com/inmuebles/casa-en-venta-casa-en-venta-fracc-coapexpan-xalapa-coapexpan-veracruz-28590097#pagina=68&tipos=casas-venta&area=veracruz&pos=10,722,4,5
"Anahuac, Col. Anáhuac, Río Blanco, Veracruz de Ignacio de la Llave, México, C.P. 94734, ID: 29833662","$800,000 MXN","Anahuac, Col. Anáhuac",https://propiedades.com/inmuebles/casa-en-venta-anahuac-anahuac-veracruz-29833662#pagina=68&tipos=casas-venta&area=veracruz&pos=11,80,2,1
"ESTANZUELA, Col. Emiliano Zapata, Xalapa, Veracruz de Ignacio de la Llave, México, C.P. 91093, ID: 29410820","$3,800,000 MXN","ESTANZUELA, Col. Emiliano Zapata",https://propiedades.com/inmuebles/casa-en-venta-estanzuela-emiliano-zapata-veracruz-29410820#pagina=68&tipos=casas-venta&area=veracruz&pos=12,296,4,3
"Sevilla #95, Col. Lomas del Sol, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 26861221","$6,500,000 MXN","Sevilla #95, Col. Lomas del Sol",https://propiedades.com/inmuebles/casa-en-venta-sevilla-95-lomas-del-sol-veracruz-26861221#pagina=68&tipos=casas-venta&area=veracruz&pos=13,275,3,4
"X, Col. Valente Diaz, Veracruz, Veracruz de Ignacio de la Llave, México, C.P. 91725, ID: 26321021","$4,980,000 MXN","X, Col. Valente Diaz",https://propiedades.com/inmuebles/casa-en-venta-x-valente-diaz-veracruz-26321021#pagina=68&tipos=casas-venta&area=veracruz&pos=14,291,4,4
"Col. Lomas del Sol, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 26901525","$3,750,000 MXN",Col. Lomas del Sol,https://propiedades.com/inmuebles/casa-en-venta-lomas-del-sol-veracruz-26901525#pagina=68&tipos=casas-venta&area=veracruz&pos=15,180,3,3
"No #NUMERO , Col. Lomas de la Rioja, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95266, ID: 27706301","$3,250,000 MXN","No #NUMERO , Col. Lomas de la Rioja",https://propiedades.com/inmuebles/casa-en-venta-no-numero-lomas-de-la-rioja-veracruz-27706301#pagina=68&tipos=casas-venta&area=veracruz&pos=16,234,3,3
", Col. Vista Bella, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 30066222","$11,500,000 MXN"," , Col. Vista Bella",https://propiedades.com/inmuebles/casa-en-venta-vista-bella-veracruz-30066222#pagina=68&tipos=casas-venta&area=veracruz&pos=17,400,2,4
", Col. El Trébol, Orizaba, Veracruz de Ignacio de la Llave, México, C.P. 94340, ID: 29856707","$1,750,000 MXN"," , Col. El Trébol",https://propiedades.com/inmuebles/casa-en-venta-el-trebol-veracruz-29856707#pagina=68&tipos=casas-venta&area=veracruz&pos=18,No disponible,No disponible,No disponible
"1 #1, Col. Graciano Sánchez Romo, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94293, ID: 28130944","$2,650,000 MXN","1 #1, Col. Graciano Sánchez Romo",https://propiedades.com/inmuebles/casa-en-venta-1-1-graciano-sanchez-romo-veracruz-28130944#pagina=68&tipos=casas-venta&area=veracruz&pos=19,155,3,3
"Punta Tiburon, Col. Punta Tiburón, Residencial, Marina y Golf, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 29037756","$4,892,500 MXN","Punta Tiburon, Col. Punta Tiburón, Residencial, Marina y Golf",https://propiedades.com/inmuebles/casa-en-venta-punta-tiburon-punta-tiburon-residencial-marina-y-golf-veracruz-29037756#pagina=68&tipos=casas-venta&area=veracruz&pos=20,225,3,3
"Francisco Canal #1792, Col. Veracruz Centro, Veracruz, Veracruz de Ignacio de la Llave, México, C.P. 91700, ID: 29898132","$3,100,000 MXN","Francisco Canal #1792, Col. Veracruz Centro",https://propiedades.com/inmuebles/casa-en-venta-francisco-canal-1792-veracruz-centro-veracruz-29898132#pagina=68&tipos=casas-venta&area=veracruz&pos=21,350,11,13
", Col. Moralillo, Pánuco, Veracruz de Ignacio de la Llave, México, C.P. 92018, ID: 29453962","$1,150,000 MXN"," , Col. Moralillo",https://propiedades.com/inmuebles/casa-en-venta-moralillo-veracruz-29453962#pagina=68&tipos=casas-venta&area=veracruz&pos=22,85,2,1
"Morelos, Col. Emiliano Zapata, Xalapa, Veracruz de Ignacio de la Llave, México, C.P. 91093, ID: 25879954","$5,300,000 MXN","Morelos, Col. Emiliano Zapata",https://propiedades.com/inmuebles/casa-en-venta-morelos-emiliano-zapata-veracruz-25879954#pagina=68&tipos=casas-venta&area=veracruz&pos=23,250,3,2
"Alfonso Reyes, Col. Coapexpan, Xalapa, Veracruz de Ignacio de la Llave, México, C.P. 91057, ID: 27686732","$15,000,000 MXN","Alfonso Reyes, Col. Coapexpan",https://propiedades.com/inmuebles/casa-en-venta-alfonso-reyes-coapexpan-veracruz-27686732#pagina=68&tipos=casas-venta&area=veracruz&pos=24,2426,5,6
"Montecillo, Col. Coatepec Centro, Coatepec, Veracruz de Ignacio de la Llave, México, C.P. 91500, ID: 28879036","$2,100,000 MXN","Montecillo, Col. Coatepec Centro",https://propiedades.com/inmuebles/casa-en-venta-montecillo-coatepec-centro-veracruz-28879036#pagina=68&tipos=casas-venta&area=veracruz&pos=25,No disponible,No disponible,No disponible
"Paricutin, Col. Potrerillo 1, Ixtaczoquitlán, Veracruz de Ignacio de la Llave, México, C.P. 94462, ID: 29833661","$1,900,000 MXN","Paricutin, Col. Potrerillo 1",https://propiedades.com/inmuebles/casa-en-venta-paricutin-potrerillo-1-veracruz-29833661#pagina=68&tipos=casas-venta&area=veracruz&pos=26,190,4,4
"Dos Riberas, Col. El Conchal, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 24156941","$12,000,000 MXN","Dos Riberas, Col. El Conchal",https://propiedades.com/inmuebles/casa-en-venta-dos-riberas-el-conchal-veracruz-24156941#pagina=68&tipos=casas-venta&area=veracruz&pos=27,500,3,3
", Col. Petrolera, Coatzacoalcos, Veracruz de Ignacio de la Llave, México, C.P. 96500, ID: 25511985","$2,000,000 MXN"," , Col. Petrolera",https://propiedades.com/inmuebles/casa-en-venta-petrolera-veracruz-25511985#pagina=68&tipos=casas-venta&area=veracruz&pos=28,168,3,2
"lomas diamante, Col. Lomas Diamante, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 28776115","$7,900,000 MXN","lomas diamante, Col. Lomas Diamante",https://propiedades.com/inmuebles/casa-en-venta-lomas-diamante-lomas-diamante-veracruz-28776115#pagina=68&tipos=casas-venta&area=veracruz&pos=29,360,3,4
"CARRETERA PLAYA DE VACAS, Col. Boca del Río Centro, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94290, ID: 28539506","$60,000,000 MXN","CARRETERA PLAYA DE VACAS, Col. Boca del Río Centro",https://propiedades.com/inmuebles/casa-en-venta-carretera-playa-de-vacas-boca-del-rio-centro-veracruz-28539506#pagina=68&tipos=casas-venta&area=veracruz&pos=30,779,3,6
